0	1.7892e+034	0	1.61087e+034	0	1.43259e+034	0	1.25438e+034	0	1.07621e+034	
1	1.79158e+034	1	1.61362e+034	1	1.43579e+034	1	1.2581e+034	1	1.08051e+034	
2	1.79402e+034	2	1.61647e+034	2	1.43913e+034	2	1.26202e+034	2	1.0851e+034	
3	1.79655e+034	3	1.61943e+034	3	1.44263e+034	3	1.26618e+034	3	1.09006e+034	
4	1.79917e+034	4	1.62253e+034	4	1.44633e+034	4	1.27065e+034	4	1.0955e+034	
5	1.80189e+034	5	1.62578e+034	5	1.45027e+034	5	1.27549e+034	5	1.10155e+034	
6	1.80474e+034	6	1.62921e+034	6	1.4545e+034	6	1.28081e+034	6	1.10841e+034	
7	1.80772e+034	7	1.63287e+034	7	1.45907e+034	7	1.28672e+034	7	1.11635e+034	
8	1.81087e+034	8	1.63677e+034	8	1.46407e+034	8	1.29339e+034	8	1.12578e+034	
9	1.8142e+034	9	1.64098e+034	9	1.4696e+034	9	1.30105e+034	9	1.13733e+034	
10	1.81775e+034	10	1.64555e+034	10	1.47578e+034	10	1.31004e+034	10	1.15204e+034	
11	1.82154e+034	11	1.65056e+034	11	1.48279e+034	11	1.32086e+034	11	1.17175e+034	
12	1.82564e+034	12	1.6561e+034	12	1.49088e+034	12	1.33426e+034	12	1.20004e+034	
13	1.83007e+034	13	1.66229e+034	13	1.50038e+034	13	1.35155e+034	13	1.24487e+034	
14	1.83493e+034	14	1.66929e+034	14	1.51181e+034	14	1.37498e+034	14	1.32728e+034	
15	1.84027e+034	15	1.67734e+034	15	1.52595e+034	15	1.40894e+034	15	1.51976e+034	
16	1.84622e+034	16	1.68673e+034	16	1.54404e+034	16	1.46307e+034	16	2.15839e+034	
17	1.8529e+034	17	1.69792e+034	17	1.56825e+034	17	1.56204e+034	17	3.80161e+034	
18	1.86051e+034	18	1.71155e+034	18	1.60256e+034	18	1.78303e+034	18	4.43308e+034	
19	1.86928e+034	19	1.72865e+034	19	1.65509e+034	19	2.38909e+034	19	4.59694e+034	
20	1.87955e+034	20	1.75087e+034	20	1.74452e+034	20	3.4774e+034	20	4.65271e+034	
21	1.89182e+034	21	1.78103e+034	21	1.91957e+034	21	3.98542e+034	21	4.67714e+034	
22	1.90679e+034	22	1.8244e+034	22	2.30975e+034	22	4.15261e+034	22	4.68982e+034	
23	1.92554e+034	23	1.89149e+034	23	3.0348e+034	23	4.21781e+034	23	4.69721e+034	
24	1.9498e+034	24	2.00523e+034	24	3.59965e+034	24	4.24859e+034	24	4.70188e+034	
25	1.98244e+034	25	2.21711e+034	25	3.83848e+034	25	4.26531e+034	25	4.70502e+034	
26	2.02855e+034	26	2.61321e+034	26	3.93868e+034	26	4.27536e+034	26	4.70722e+034	
27	2.09758e+034	27	3.1418e+034	27	3.9868e+034	27	4.28185e+034	27	4.70884e+034	
28	2.20788e+034	28	3.51325e+034	28	4.013e+034	28	4.28629e+034	28	4.71006e+034	
29	2.39322e+034	29	3.69823e+034	29	4.0287e+034	29	4.28945e+034	29	4.711e+034	
30	2.69396e+034	30	3.78916e+034	30	4.03883e+034	30	4.29179e+034	30	4.71173e+034	
31	3.07353e+034	31	3.83782e+034	31	4.04573e+034	31	4.29357e+034	31	4.71233e+034	
32	3.38329e+034	32	3.86629e+034	32	4.05065e+034	32	4.29495e+034	32	4.71281e+034	
33	3.56928e+034	33	3.88424e+034	33	4.05429e+034	33	4.29605e+034	33	4.71321e+034	
34	3.67257e+034	34	3.89626e+034	34	4.05704e+034	34	4.29693e+034	34	4.71354e+034	
35	3.73185e+034	35	3.90468e+034	35	4.05919e+034	35	4.29766e+034	35	4.71382e+034	
36	3.768e+034	36	3.91082e+034	36	4.06089e+034	36	4.29826e+034	36	4.71407e+034	
37	3.79139e+034	37	3.91543e+034	37	4.06226e+034	37	4.29877e+034	37	4.71427e+034	
38	3.80733e+034	38	3.91899e+034	38	4.06338e+034	38	4.29919e+034	38	4.71444e+034	
39	3.81864e+034	39	3.92179e+034	39	4.06432e+034	39	4.29956e+034	39	4.7146e+034	
40	3.82697e+034	40	3.92404e+034	40	4.0651e+034	40	4.29987e+034	40	4.71474e+034	
41	3.83327e+034	41	3.92587e+034	41	4.06576e+034	41	4.30014e+034	41	4.71486e+034	
42	3.83816e+034	42	3.92738e+034	42	4.06633e+034	42	4.30038e+034	42	4.71496e+034	
43	3.84204e+034	43	3.92865e+034	43	4.06682e+034	43	4.30059e+034	43	4.71507e+034	
44	3.84516e+034	44	3.92972e+034	44	4.06724e+034	44	4.30078e+034	44	4.71514e+034	
45	3.84772e+034	45	3.93063e+034	45	4.06761e+034	45	4.30095e+034	45	4.71522e+034	
46	3.84984e+034	46	3.93141e+034	46	4.06793e+034	46	4.30109e+034	46	4.71529e+034	
47	3.85162e+034	47	3.93209e+034	47	4.06822e+034	47	4.30123e+034	47	4.71535e+034	
48	3.85312e+034	48	3.93268e+034	48	4.06848e+034	48	4.30134e+034	48	4.7154e+034	
49	3.85441e+034	49	3.9332e+034	49	4.06871e+034	49	4.30145e+034	49	4.71545e+034	
50	3.85553e+034	50	3.93366e+034	50	4.06891e+034	50	4.30154e+034	50	4.7155e+034	
51	3.85649e+034	51	3.93407e+034	51	4.0691e+034	51	4.30163e+034	51	4.71554e+034	
52	3.85734e+034	52	3.93443e+034	52	4.06926e+034	52	4.30171e+034	52	4.71558e+034	
53	3.85808e+034	53	3.93476e+034	53	4.06941e+034	53	4.30178e+034	53	4.71562e+034	
54	3.85874e+034	54	3.93505e+034	54	4.06955e+034	54	4.30185e+034	54	4.71565e+034	
55	3.85933e+034	55	3.93531e+034	55	4.06967e+034	55	4.30191e+034	55	4.71568e+034	
56	3.85985e+034	56	3.93555e+034	56	4.06979e+034	56	4.30196e+034	56	4.71571e+034	
57	3.86032e+034	57	3.93577e+034	57	4.06989e+034	57	4.30202e+034	57	4.71575e+034	
58	3.86074e+034	58	3.93597e+034	58	4.06999e+034	58	4.30207e+034	58	4.71577e+034	
59	3.86113e+034	59	3.93615e+034	59	4.07007e+034	59	4.30211e+034	59	4.71578e+034	
60	3.86147e+034	60	3.93632e+034	60	4.07016e+034	60	4.30216e+034	60	4.71581e+034	
61	3.86179e+034	61	3.93647e+034	61	4.07023e+034	61	4.30219e+034	61	4.71583e+034	
62	3.86208e+034	62	3.93662e+034	62	4.0703e+034	62	4.30223e+034	62	4.71585e+034	
63	3.86234e+034	63	3.93675e+034	63	4.07037e+034	63	4.30226e+034	63	4.71587e+034	
64	3.86259e+034	64	3.93687e+034	64	4.07043e+034	64	4.30229e+034	64	4.71589e+034	
65	3.86281e+034	65	3.93698e+034	65	4.07049e+034	65	4.30232e+034	65	4.7159e+034	
66	3.86302e+034	66	3.93708e+034	66	4.07054e+034	66	4.30235e+034	66	4.71592e+034	
67	3.86321e+034	67	3.93718e+034	67	4.07059e+034	67	4.30238e+034	67	4.71593e+034	
68	3.86338e+034	68	3.93727e+034	68	4.07063e+034	68	4.3024e+034	68	4.71594e+034	
69	3.86355e+034	69	3.93735e+034	69	4.07067e+034	69	4.30243e+034	69	4.71596e+034	
70	3.8637e+034	70	3.93743e+034	70	4.07072e+034	70	4.30245e+034	70	4.71597e+034	
71	3.86384e+034	71	3.93751e+034	71	4.07076e+034	71	4.30247e+034	71	4.71598e+034	
72	3.86398e+034	72	3.93758e+034	72	4.07079e+034	72	4.30249e+034	72	4.71599e+034	
73	3.8641e+034	73	3.93764e+034	73	4.07083e+034	73	4.30251e+034	73	4.71601e+034	
74	3.86422e+034	74	3.93771e+034	74	4.07086e+034	74	4.30253e+034	74	4.71602e+034	
75	3.86433e+034	75	3.93776e+034	75	4.07088e+034	75	4.30255e+034	75	4.71602e+034	
76	3.86443e+034	76	3.93782e+034	76	4.07091e+034	76	4.30256e+034	76	4.71602e+034	
77	3.86453e+034	77	3.93787e+034	77	4.07094e+034	77	4.30258e+034	77	4.71603e+034	
78	3.86462e+034	78	3.93792e+034	78	4.07096e+034	78	4.30259e+034	78	4.71602e+034	
79	3.8647e+034	79	3.93796e+034	79	4.07099e+034	79	4.3026e+034	79	4.71603e+034	
80	3.86478e+034	80	3.938e+034	80	4.07101e+034	80	4.30262e+034	80	4.71604e+034	
81	3.86486e+034	81	3.93805e+034	81	4.07103e+034	81	4.30263e+034	81	4.71605e+034	
82	3.86493e+034	82	3.93808e+034	82	4.07106e+034	82	4.30264e+034	82	4.71606e+034	
83	3.865e+034	83	3.93812e+034	83	4.07108e+034	83	4.30265e+034	83	4.71607e+034	
84	3.86506e+034	84	3.93815e+034	84	4.0711e+034	84	4.30266e+034	84	4.71607e+034	
85	3.86512e+034	85	3.93819e+034	85	4.07111e+034	85	4.30267e+034	85	4.71608e+034	
86	3.86518e+034	86	3.93822e+034	86	4.07113e+034	86	4.30268e+034	86	4.71608e+034	
87	3.86524e+034	87	3.93825e+034	87	4.07115e+034	87	4.30269e+034	87	4.71608e+034	
88	3.86529e+034	88	3.93828e+034	88	4.07117e+034	88	4.30269e+034	88	4.71611e+034	
89	3.86534e+034	89	3.93831e+034	89	4.07118e+034	89	4.30271e+034	89	4.71611e+034	
90	3.86539e+034	90	3.93833e+034	90	4.0712e+034	90	4.30271e+034	90	4.7161e+034	
91	3.86543e+034	91	3.93836e+034	91	4.07121e+034	91	4.30272e+034	91	4.71611e+034	
92	3.86547e+034	92	3.93838e+034	92	4.07123e+034	92	4.30274e+034	92	4.71611e+034	
93	3.86552e+034	93	3.9384e+034	93	4.07124e+034	93	4.30273e+034	93	4.71611e+034	
94	3.86556e+034	94	3.93843e+034	94	4.07126e+034	94	4.30274e+034	94	4.71611e+034	
95	3.86559e+034	95	3.93844e+034	95	4.07126e+034	95	4.30274e+034	95	4.71612e+034	
96	3.86563e+034	96	3.93846e+034	96	4.07128e+034	96	4.30276e+034	96	4.71613e+034	
97	3.86567e+034	97	3.93848e+034	97	4.07129e+034	97	4.30276e+034	97	4.71615e+034	
98	3.8657e+034	98	3.9385e+034	98	4.0713e+034	98	4.30276e+034	98	4.71616e+034	
99	3.86573e+034	99	3.93852e+034	99	4.0713e+034	99	4.30276e+034	99	4.71616e+034	
100	3.86576e+034	100	3.93853e+034	100	4.07131e+034	100	4.30277e+034	100	4.71616e+034	
101	3.86579e+034	101	3.93855e+034	101	4.07133e+034	101	4.30278e+034	101	4.71617e+034	
102	3.86582e+034	102	3.93857e+034	102	4.07134e+034	102	4.30278e+034	102	4.71618e+034	
103	3.86585e+034	103	3.93858e+034	103	4.07135e+034	103	4.30279e+034	103	4.71619e+034	
104	3.86587e+034	104	3.9386e+034	104	4.07136e+034	104	4.30279e+034	104	4.71619e+034	
105	3.8659e+034	105	3.93861e+034	105	4.07137e+034	105	4.30278e+034	105	4.71619e+034	
106	3.86592e+034	106	3.93862e+034	106	4.07137e+034	106	4.3028e+034	106	4.71619e+034	
107	3.86595e+034	107	3.93864e+034	107	4.07138e+034	107	4.30279e+034	107	4.71619e+034	
108	3.86597e+034	108	3.93865e+034	108	4.0714e+034	108	4.30282e+034	108	4.71619e+034	
109	3.86599e+034	109	3.93866e+034	109	4.0714e+034	109	4.30282e+034	109	4.71619e+034	
110	3.86601e+034	110	3.93867e+034	110	4.0714e+034	110	4.30283e+034	110	4.71618e+034	
111	3.86603e+034	111	3.93868e+034	111	4.07141e+034	111	4.30282e+034	111	4.71619e+034	
112	3.86605e+034	112	3.9387e+034	112	4.07142e+034	112	4.30281e+034	112	4.71618e+034	
113	3.86608e+034	113	3.93871e+034	113	4.07142e+034	113	4.30283e+034	113	4.71618e+034	
114	3.8661e+034	114	3.93872e+034	114	4.07143e+034	114	4.30284e+034	114	4.71617e+034	
115	3.86611e+034	115	3.93873e+034	115	4.07143e+034	115	4.30283e+034	115	4.71618e+034	
116	3.86613e+034	116	3.93874e+034	116	4.07144e+034	116	4.30284e+034	116	4.71619e+034	
117	3.86614e+034	117	3.93875e+034	117	4.07144e+034	117	4.30283e+034	117	4.7162e+034	
118	3.86616e+034	118	3.93876e+034	118	4.07144e+034	118	4.30284e+034	118	4.71621e+034	
119	3.86618e+034	119	3.93877e+034	119	4.07144e+034	119	4.30284e+034	119	4.71621e+034	
120	3.86619e+034	120	3.93877e+034	120	4.07144e+034	120	4.30284e+034	120	4.7162e+034	
121	3.86621e+034	121	3.93878e+034	121	4.07145e+034	121	4.30284e+034	121	4.7162e+034	
122	3.86622e+034	122	3.93879e+034	122	4.07146e+034	122	4.30284e+034	122	4.7162e+034	
123	3.86623e+034	123	3.9388e+034	123	4.07146e+034	123	4.30284e+034	123	4.71619e+034	
124	3.86625e+034	124	3.93881e+034	124	4.07147e+034	124	4.30285e+034	124	4.7162e+034	
125	3.86626e+034	125	3.93882e+034	125	4.07148e+034	125	4.30284e+034	125	4.71621e+034	
126	3.86627e+034	126	3.93883e+034	126	4.07147e+034	126	4.30284e+034	126	4.71619e+034	
127	3.86628e+034	127	3.93883e+034	127	4.07147e+034	127	4.30284e+034	127	4.7162e+034	
128	3.86629e+034	128	3.93884e+034	128	4.07148e+034	128	4.30283e+034	128	4.71621e+034	
129	3.86631e+034	129	3.93884e+034	129	4.07147e+034	129	4.30284e+034	129	4.7162e+034	
130	3.86632e+034	130	3.93885e+034	130	4.07148e+034	130	4.30285e+034	130	4.71622e+034	
131	3.86633e+034	131	3.93885e+034	131	4.07147e+034	131	4.30285e+034	131	4.71622e+034	
132	3.86634e+034	132	3.93886e+034	132	4.07148e+034	132	4.30286e+034	132	4.71624e+034	
133	3.86635e+034	133	3.93887e+034	133	4.07148e+034	133	4.30286e+034	133	4.71622e+034	
134	3.86636e+034	134	3.93887e+034	134	4.07148e+034	134	4.30286e+034	134	4.71622e+034	
135	3.86637e+034	135	3.93888e+034	135	4.07148e+034	135	4.30286e+034	135	4.7162e+034	
136	3.86638e+034	136	3.93888e+034	136	4.07149e+034	136	4.30286e+034	136	4.7162e+034	
137	3.86639e+034	137	3.93889e+034	137	4.0715e+034	137	4.30286e+034	137	4.71621e+034	
138	3.8664e+034	138	3.9389e+034	138	4.0715e+034	138	4.30287e+034	138	4.71619e+034	
139	3.86641e+034	139	3.93891e+034	139	4.0715e+034	139	4.30288e+034	139	4.7162e+034	
140	3.86642e+034	140	3.93891e+034	140	4.07151e+034	140	4.30287e+034	140	4.71621e+034	
141	3.86642e+034	141	3.93891e+034	141	4.07151e+034	141	4.3029e+034	141	4.71622e+034	
142	3.86643e+034	142	3.93892e+034	142	4.07151e+034	142	4.3029e+034	142	4.71622e+034	
143	3.86644e+034	143	3.93893e+034	143	4.07151e+034	143	4.3029e+034	143	4.71623e+034	
144	3.86645e+034	144	3.93893e+034	144	4.07151e+034	144	4.3029e+034	144	4.71622e+034	
145	3.86646e+034	145	3.93894e+034	145	4.07151e+034	145	4.3029e+034	145	4.71621e+034	
146	3.86646e+034	146	3.93895e+034	146	4.07152e+034	146	4.3029e+034	146	4.71621e+034	
147	3.86647e+034	147	3.93895e+034	147	4.07153e+034	147	4.30291e+034	147	4.71622e+034	
148	3.86648e+034	148	3.93895e+034	148	4.07152e+034	148	4.30291e+034	148	4.71621e+034	
149	3.86648e+034	149	3.93896e+034	149	4.07153e+034	149	4.30291e+034	149	4.71623e+034	
