Location1	1.05371	0.581451	1	1	4
Location1	4.95056	0.0996399	2	3	2.66667
Location1	3.49377	0.0228882	3	6	2
Location1	1.54688	0.117889	4	7	2.28571
Location1	2.96033	0.0834351	5	11	1.81818
Location1	1.08582	0.121033	6	12	2
Location1	2.35669	0.358185	7	16	1.75
Location1	2.27209	0.108063	8	17	1.88235
Location1	1.27478	0.676697	9	18	2
Location1	2.98779	0.267242	10	22	1.81818
Location1	2.47668	0.113586	11	24	1.83333
Location1	2.96753	0.291168	12	26	1.84615
Location1	3.62207	0.196381	13	30	1.73333
Location1	1.14685	0.810364	14	32	1.75
Location1	3.1488	0.160492	15	36	1.66667
Location1	1.84082	0.0696106	16	37	1.72973
Location1	3.65796	0.264221	17	38	1.78947
Location1	1.29126	0.286774	18	40	1.8
Location1	1.14331	0.271912	19	45	1.68889
Location1	1.61121	0.115295	20	46	1.73913
Location1	1.7179	0.512054	21	49	1.71429
Location1	2.69214	0.320984	22	50	1.76
Location1	1.65454	0.238495	23	51	1.80392
Location1	1.27319	0.327362	24	52	1.84615
Location1	1.27917	0.488403	25	53	1.88679
Location1	1.72412	0.0990601	26	54	1.92593
Location1	2.33313	0.237457	27	55	1.96364
Location1	1.37073	0.0809021	28	58	1.93103
Location1	1.08191	0.821777	29	64	1.8125
Location1	1.03088	0.138153	30	70	1.71429
Location1	1.37488	0.569855	31	76	1.63158
Location1	1.84216	0.0429077	32	78	1.64103
Location1	1.07239	0.746765	33	80	1.65
Location1	2.75488	0.199188	34	81	1.67901
Location1	2.99292	0.0917358	35	82	1.70732
Location1	3.5741	0.0786438	36	83	1.73494
Location1	1.04797	0.0292358	37	86	1.72093
Location1	1.21826	0.194244	38	87	1.74713
Location1	1.47742	0.361969	39	91	1.71429
Location1	2.05981	0.418762	40	92	1.73913
Location1	2.48279	0.137604	41	99	1.65657
Location1	1.71692	0.242615	42	101	1.66337
Location1	1.57031	0.327118	43	105	1.6381
Location1	3.177	0.21875	44	106	1.66038
Location1	4.91064	0.121857	45	108	1.66667
Location1	1.18494	0.733093	46	114	1.61404
Location1	2.96106	0.137207	47	116	1.62069
Location1	4.90186	0.0780945	48	117	1.64103
Location1	3.2865	0.223602	49	121	1.61983
Location1	3.27844	0.201385	50	122	1.63934
Location1	1.27844	0.355499	51	123	1.65854
Location1	1.31897	0.492279	52	125	1.664
Location1	1.16394	0.755127	53	127	1.66929
Location1	2.53955	0.343292	54	130	1.66154
Location1	2.30444	0.203491	55	131	1.67939
Location1	3.33435	0.159485	56	133	1.68421
Location1	1.0271	0.145966	57	138	1.65217
Location1	3.55115	0.25943	58	140	1.65714
Location1	1.50171	0.445587	59	141	1.67376
Location1	1.38379	0.586975	60	145	1.65517
Location1	2.73511	0.0722046	61	147	1.65986
Location1	2.2262	0.222473	62	152	1.63158
Location1	4.41907	0.191345	63	160	1.575
Location1	4.7782	0.053894	64	161	1.59006
Location1	1.58325	0.529572	65	162	1.60494
Location1	1.56555	0.291382	66	163	1.61963
Location1	3.24158	0.0705261	67	164	1.63415
Location1	3.42603	0.190613	68	167	1.62874
Location1	2.59448	0.0741272	69	170	1.62353
Location1	3.17554	0.139465	70	171	1.63743
Location1	2.42908	0.132965	71	172	1.65116
Location1	4.51123	0.150238	72	175	1.64571
Location1	1.27417	0.104248	73	178	1.64045
Location1	4.11719	0.120087	74	179	1.65363
Location1	2.45032	0.252289	75	180	1.66667
Location1	1.17981	0.694366	76	183	1.6612
Location1	1.40356	0.254852	77	187	1.64706
Location1	4.5625	0.0382996	78	190	1.64211
Location1	3.52661	0.0330811	79	191	1.65445
Location1	1.14124	0.664429	80	193	1.65803
Location1	1.7876	0.134338	81	194	1.6701
Location1	1.05676	0.739258	82	196	1.67347
Location1	1.0332	0.493774	83	201	1.65174
Location1	2.38721	0.122437	84	202	1.66337
Location1	2.41321	0.189789	85	205	1.65854
Location1	2.77832	0.134857	86	206	1.6699
Location1	1.76208	0.0154724	87	216	1.61111
Location1	3.51111	0.271851	88	218	1.61468
Location1	2.86841	0.305206	89	219	1.62557
Location1	4.93323	0.173248	90	221	1.62896
Location1	1.16064	0.651703	91	226	1.61062
Location1	1.24756	0.473724	92	229	1.60699
Location1	1.63159	0.585999	93	233	1.59657
Location1	3.42871	0.189545	94	236	1.59322
Location1	1.08154	0.327057	95	239	1.58996
Location1	3.78809	0.14444	96	240	1.6
Location1	1.78516	0.216736	97	248	1.56452
Location1	3.9563	0.19162	98	252	1.55556
Location1	1.09351	0.0344543	99	256	1.54688
Location1	1.84802	0.329681	100	257	1.55642
Location1	3.71008	0.0758362	101	258	1.56589
Location1	1.0874	0.837616	102	262	1.55725
Location1	2.21912	0.205963	103	267	1.54307
Location1	1.8158	0.17334	104	268	1.55224
Location1	2.46326	0.00265503	105	270	1.55556
Location1	1.08875	0.651306	106	271	1.56458
Location1	1.78784	0.0440674	107	274	1.56204
Location1	2.31384	0.33548	108	275	1.57091
Location1	4.17139	0.218597	109	282	1.5461
Location1	2.54004	0.0287476	110	285	1.54386
Location1	4.81335	0.0472717	111	286	1.55245
Location1	2.0686	0.414215	112	288	1.55556
Location1	1.0824	0.216431	113	289	1.56401
Location1	4.02686	0.18808	114	293	1.55631
Location1	1.51208	0.0902405	115	302	1.52318
Location1	2.67102	0.145752	116	303	1.53135
Location1	2.08411	0.144714	117	304	1.53947
Location1	3.29724	0.0887146	118	307	1.53746
Location1	3.08289	0.210541	119	308	1.54545
Location1	2.42322	0.0535278	120	310	1.54839
Location1	2.1344	0.195312	121	311	1.55627
Location1	1.71533	0.226227	122	315	1.54921
Location1	2.10608	0.416931	123	319	1.54232
Location1	3.49792	0.193939	124	321	1.54517
Location1	4.36963	0.12088	125	322	1.5528
Location1	3.35364	0.182251	126	325	1.55077
Location1	1.84485	0.147644	127	327	1.55352
Location1	2.99377	0.0469055	128	329	1.55623
Location1	2.63452	0.301727	129	331	1.55891
Location1	1.70923	0.355835	130	334	1.55689
Location1	2.14124	0.107666	131	338	1.5503
Location1	3.35486	0.213196	132	343	1.53936
Location1	3.13269	0.294281	133	345	1.54203
Location1	1.85938	0.450226	134	348	1.54023
Location1	1.29626	0.328522	135	355	1.52113
Location1	2.50305	0.335785	136	362	1.50276
Location1	4.43896	0.204712	137	365	1.50137
Location1	3.0625	0.0509949	138	371	1.48787
Location1	1.94226	0.42453	139	374	1.48663
Location1	3.63965	0.0996399	140	377	1.48541
Location1	3.01807	0.304596	141	380	1.48421
Location1	2.60425	0.3302	142	384	1.47917
Location1	1.6532	0.585327	143	385	1.48571
Location1	3.82849	0.222565	144	386	1.49223
Location1	2.60156	0.0941772	145	387	1.49871
Location1	3.53979	0.101898	146	392	1.4898
Location1	3.99402	0.167877	147	393	1.49618
Location1	1.56335	0.548035	148	397	1.49118
Location1	1.07166	0.49823	149	399	1.49373
Location1	4.39441	0.2258	150	400	1.5
Location1	1.98499	0.154541	151	403	1.49876
Location1	1.68835	0.42865	152	404	1.50495
Location1	1.32141	0.703918	153	406	1.50739
Location1	2.11475	0.405426	154	409	1.50611
Location1	2.5957	0.104034	155	416	1.49038
Location1	3.10645	0.00616455	156	420	1.48571
Location1	1.63806	0.20047	157	422	1.48815
Location1	4.55762	0.145508	158	425	1.48706
Location1	3.15747	0.0213013	159	431	1.47564
Location1	1.19348	0.225891	160	432	1.48148
Location1	2.84424	0.241425	161	434	1.48387
Location1	1.69702	0.365356	162	439	1.47608
Location1	4.87927	0.101227	163	442	1.47511
Location1	1.91907	0.317932	164	444	1.47748
Location1	2.14929	0.334076	165	450	1.46667
Location1	1.28821	0.373199	166	451	1.47228
Location1	4.89929	0.00408936	167	452	1.47788
Location1	3.62415	0.083252	168	454	1.48018
Location1	2.6748	0.0702515	169	455	1.48571
Location1	1.45679	0.569946	170	456	1.49123
Location1	1.77551	0.13031	171	458	1.49345
Location1	1.32349	0.318298	172	459	1.49891
Location1	1.92004	0.388428	173	463	1.4946
Location1	3.64502	0.150696	174	464	1.5
